Company,TypeName,Inches,Ram,Weight,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,Gpu_name,OpSys,Price
Asus,Gaming,12.3,8,2.94,1,1,154.3,AMD Ryzen 5,0,128,Intel Integrated,Intel UHD Graphics,No OS,65400.0
Lenovo,2 in 1 Convertible,14.2,8,1.4,0,0,102.7,Intel Core i5,500,1024,AMD Radeon,AMD Radeon RX 6600M,Windows,66400.0
Lenovo,Notebook,12.6,8,2.92,0,1,198.0,Intel Core i3,500,1024,Intel Integrated,Intel Iris Xe Graphics,Mac,45300.0
HP,Notebook,12.1,32,1.27,0,0,148.7,Intel Core i7,500,128,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,107900.0
Asus,Gaming,13.3,4,2.03,0,0,214.3,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,68800.0
Asus,Notebook,13.6,4,1.61,0,1,126.6,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,74800.0
Acer,Gaming,15.3,4,2.86,0,0,148.3,Intel Core i3,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,73300.0
Asus,Notebook,14.4,8,1.8,0,0,168.6,AMD Ryzen 7,2048,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,87500.0
Acer,Notebook,15.0,8,2.74,0,1,180.9,Intel Core i5,0,128,Intel Integrated,Intel UHD Graphics,Windows,39300.0
MSI,Ultrabook,16.7,8,1.82,0,0,166.4,Intel Core i5,1024,256,AMD Radeon,AMD Radeon RX 6500M,Windows,73700.0
HP,Ultrabook,13.7,8,2.12,0,0,205.7,Intel Core i5,0,512,AMD Radeon,AMD Radeon RX 6500M,Windows,63900.0
Asus,Notebook,13.0,32,2.9,0,0,125.7,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,84100.0
Lenovo,Gaming,13.4,16,2.1,0,1,101.4,Intel Core i5,0,128,Intel Integrated,Intel Iris Xe Graphics,Windows,70400.0
Lenovo,2 in 1 Convertible,16.3,8,1.55,0,0,189.3,Intel Core i7,500,128,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,89500.0
Acer,Notebook,11.8,8,2.81,1,1,184.1,Intel Core i7,1024,1024,AMD Radeon,AMD Radeon Vega 8,Windows,73900.0
HP,Notebook,12.6,16,1.58,0,0,217.8,Intel Core i5,0,128,AMD Radeon,AMD Radeon RX 6600M,Windows,62800.0
Lenovo,Ultrabook,12.5,8,1.33,0,1,123.6,Intel Core i5,2048,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,84600.0
Acer,Ultrabook,15.8,8,2.63,0,0,170.8,Intel Core i3,0,128,AMD Radeon,AMD Radeon RX 6600M,Windows,56300.0
Lenovo,2 in 1 Convertible,12.3,64,1.54,0,0,117.2,AMD Ryzen 5,500,256,AMD Radeon,AMD Radeon RX 6600M,Windows,106400.0
Acer,Notebook,15.4,32,1.21,0,1,152.5,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Mac,56900.0
Dell,Ultrabook,15.9,8,1.52,0,0,180.0,Intel Core i7,0,128,AMD Radeon,AMD Radeon Vega 8,Windows,70500.0
Asus,Notebook,14.9,8,1.26,1,0,108.7,AMD Ryzen 5,500,256,Intel Integrated,Intel Iris Xe Graphics,Linux,45400.0
Asus,Notebook,16.0,16,1.69,0,1,194.0,Intel Core i5,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,63200.0
Acer,2 in 1 Convertible,15.3,8,1.19,1,0,103.5,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Windows,65500.0
HP,2 in 1 Convertible,16.1,32,2.47,1,0,154.2,Intel Core i7,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,90800.0
MSI,Notebook,12.1,8,1.81,0,1,153.1,Intel Core i3,1024,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,67000.0
HP,Notebook,16.4,8,2.24,0,0,213.1,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Mac,56800.0
Asus,Gaming,15.2,16,2.15,1,1,193.2,AMD Ryzen 5,0,256,AMD Radeon,AMD Radeon Vega 8,No OS,81500.0
Dell,2 in 1 Convertible,16.4,16,2.05,0,0,171.1,AMD Ryzen 5,0,256,Intel Integrated,Intel UHD Graphics,Windows,66000.0
Asus,Gaming,15.3,4,2.8,0,0,155.5,Intel Core i5,1024,1024,Intel Integrated,Intel UHD Graphics,Windows,66900.0
HP,Notebook,15.9,16,2.76,0,1,125.7,Intel Core i5,0,1024,AMD Radeon,AMD Radeon RX 6600M,Windows,73000.0
Lenovo,Gaming,15.0,16,2.19,0,0,171.6,Intel Core i5,0,128,AMD Radeon,AMD Radeon RX 6500M,Windows,73100.0
Acer,Gaming,14.2,16,1.81,0,1,182.6,Intel Core i7,500,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,106000.0
HP,Ultrabook,12.5,64,1.31,1,1,163.0,Intel Core i7,500,512,Intel Integrated,Intel UHD Graphics,Windows,138400.0
Apple,Notebook,16.0,16,2.24,0,1,195.4,Intel Core i3,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,100900.0
Dell,Netbook,14.0,8,2.45,0,1,154.5,Intel Core i7,1024,256,Nvidia GeForce,Nvidia GeForce GTX 1650,No OS,58200.0
Lenovo,Ultrabook,15.4,16,2.08,0,1,211.3,Intel Core i5,1024,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,72900.0
MSI,Gaming,13.3,16,2.89,1,1,188.4,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,113500.0
Lenovo,Ultrabook,13.7,16,2.59,0,1,124.5,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,79200.0
Asus,2 in 1 Convertible,16.2,4,1.82,0,0,172.2,AMD Ryzen 5,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Mac,64000.0
Dell,Notebook,13.6,32,2.62,0,0,131.9,Intel Core i7,0,1024,Intel Integrated,Intel UHD Graphics,Windows,87000.0
Asus,Netbook,16.9,32,2.79,0,1,207.4,Intel Core i5,0,2048,AMD Radeon,AMD Radeon RX 6600M,No OS,96000.0
Lenovo,Notebook,16.0,16,2.36,0,0,174.1,Intel Core i5,2048,256,AMD Radeon,AMD Radeon RX 6500M,Windows,60700.0
HP,Ultrabook,13.9,16,2.13,0,0,159.5,Intel Core i5,1024,256,AMD Radeon,AMD Radeon Vega 8,Windows,63700.0
MSI,Notebook,12.8,16,1.63,0,0,115.8,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,67300.0
Dell,Notebook,16.1,16,1.11,0,0,113.7,Intel Core i7,500,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,106400.0
Acer,Ultrabook,12.8,32,2.12,0,0,149.6,AMD Ryzen 5,1024,256,AMD Radeon,AMD Radeon Vega 8,Windows,71800.0
Lenovo,Gaming,16.1,16,2.83,1,0,148.3,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,86900.0
HP,2 in 1 Convertible,14.2,16,2.09,0,0,114.4,Intel Core i3,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,64900.0
Dell,Notebook,14.4,16,1.74,0,1,184.5,Intel Core i5,0,1024,AMD Radeon,AMD Radeon Vega 8,Windows,67900.0
Asus,2 in 1 Convertible,12.8,32,2.54,0,1,131.5,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Mac,90000.0
Dell,Notebook,13.2,8,1.65,0,0,179.6,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,60500.0
Acer,2 in 1 Convertible,16.4,16,2.26,0,1,195.4,AMD Ryzen 7,500,512,Intel Integrated,Intel Iris Xe Graphics,Linux,73200.0
Apple,2 in 1 Convertible,17.0,4,1.6,0,1,160.6,Intel Core i7,0,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,105700.0
Asus,Ultrabook,16.8,16,2.04,0,1,142.7,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,80100.0
MSI,Gaming,12.8,8,2.64,0,1,152.9,Intel Core i7,0,256,AMD Radeon,AMD Radeon Vega 8,Windows,82500.0
Asus,2 in 1 Convertible,14.3,8,1.58,0,1,139.0,Intel Core i5,500,512,Intel Integrated,Intel UHD Graphics,Windows,66700.0
Dell,Gaming,16.4,8,2.72,0,0,199.6,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6600M,Mac,78300.0
Lenovo,Gaming,16.5,4,2.58,0,1,178.5,AMD Ryzen 7,0,128,Intel Integrated,Intel UHD Graphics,Windows,66600.0
HP,Ultrabook,16.6,32,1.61,0,0,213.9,AMD Ryzen 7,500,256,Intel Integrated,Intel UHD Graphics,Mac,84600.0
Lenovo,Notebook,12.6,32,1.12,0,0,111.5,Intel Core i5,500,128,Intel Integrated,Intel Iris Xe Graphics,Windows,69500.0
Acer,Notebook,14.3,4,2.24,0,0,162.1,AMD Ryzen 7,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,50000.0
HP,2 in 1 Convertible,13.6,16,3.0,0,1,183.6,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Windows,64500.0
HP,Ultrabook,11.9,64,2.46,0,0,153.8,Intel Core i7,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,135700.0
MSI,Notebook,15.4,8,1.95,0,0,185.9,Intel Core i7,1024,256,Intel Integrated,Intel UHD Graphics,Windows,72800.0
Apple,Notebook,16.8,32,2.96,1,0,112.7,Intel Core i3,500,256,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,116900.0
Asus,Notebook,15.6,8,2.68,0,1,125.2,Intel Core i3,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,33700.0
MSI,Notebook,14.2,4,2.26,0,0,165.3,Intel Core i7,500,128,AMD Radeon,AMD Radeon RX 6600M,Windows,64900.0
HP,Notebook,14.4,64,2.68,0,0,155.7,AMD Ryzen 7,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,No OS,108100.0
HP,2 in 1 Convertible,14.0,8,2.31,0,0,171.2,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6500M,Windows,54100.0
Lenovo,2 in 1 Convertible,12.2,16,1.74,0,1,129.8,Intel Core i7,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,71600.0
Dell,Gaming,14.6,8,1.75,0,1,159.5,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Windows,78800.0
Dell,Notebook,12.5,64,1.87,0,0,118.4,Intel Core i5,0,128,AMD Radeon,AMD Radeon Vega 8,Windows,91400.0
Dell,Gaming,13.9,8,1.81,0,0,129.0,Intel Core i5,1024,128,Intel Integrated,Intel Iris Xe Graphics,Windows,73700.0
Dell,Notebook,12.5,32,1.99,0,0,216.6,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,75800.0
Lenovo,Notebook,13.8,16,1.83,0,1,204.7,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,56600.0
MSI,Notebook,14.1,4,2.02,0,0,115.9,Intel Core i5,1024,512,AMD Radeon,AMD Radeon RX 6600M,Windows,60800.0
Lenovo,Ultrabook,17.0,16,2.43,1,0,208.3,AMD Ryzen 7,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,93500.0
Acer,Ultrabook,15.6,8,1.4,0,1,213.8,Intel Core i3,0,512,AMD Radeon,AMD Radeon Vega 8,Windows,53300.0
Apple,Notebook,17.1,16,1.88,0,0,133.0,Intel Core i3,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,100400.0
Lenovo,2 in 1 Convertible,16.1,8,2.46,1,0,120.7,Intel Core i3,0,512,AMD Radeon,AMD Radeon RX 6500M,Windows,52700.0
Asus,Ultrabook,12.4,16,1.13,0,0,175.5,AMD Ryzen 5,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,No OS,88000.0
Dell,Notebook,12.4,16,1.99,0,1,172.6,Intel Core i7,0,128,AMD Radeon,AMD Radeon RX 6500M,Windows,74600.0
Apple,Gaming,13.1,16,2.61,0,0,211.9,Intel Core i5,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,No OS,131000.0
Dell,Gaming,17.0,4,2.48,0,1,142.6,AMD Ryzen 5,1024,128,Intel Integrated,Intel Iris Xe Graphics,Mac,63600.0
HP,Notebook,14.0,16,1.98,0,1,147.9,Intel Core i7,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,94600.0
Asus,Notebook,11.6,4,2.55,0,0,158.6,Intel Core i7,1024,1024,Intel Integrated,Intel UHD Graphics,No OS,55500.0
Acer,Notebook,12.3,16,2.16,0,1,175.0,AMD Ryzen 7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,79300.0
Dell,Ultrabook,13.2,16,2.47,1,0,219.3,AMD Ryzen 7,500,1024,Intel Integrated,Intel UHD Graphics,Windows,93100.0
Lenovo,2 in 1 Convertible,12.5,64,1.33,0,1,129.4,Intel Core i7,1024,1024,Nvidia GeForce,Nvidia GeForce RTX 3060,Linux,150000.0
Acer,Notebook,15.2,4,1.18,1,0,188.3,AMD Ryzen 5,1024,1024,AMD Radeon,AMD Radeon RX 6600M,Windows,68200.0
Dell,2 in 1 Convertible,14.6,32,2.63,0,0,151.3,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,83000.0
HP,Ultrabook,14.0,16,2.5,0,1,167.5,AMD Ryzen 7,500,256,Intel Integrated,Intel UHD Graphics,Mac,74100.0
Dell,Notebook,15.7,4,2.64,0,1,112.0,Intel Core i7,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,50700.0
MSI,Notebook,17.1,32,2.3,0,0,102.2,Intel Core i3,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,73500.0
HP,Notebook,14.1,8,2.75,0,1,163.8,Intel Core i3,2048,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Linux,63400.0
Dell,Notebook,12.2,16,2.39,1,1,212.6,Intel Core i3,500,128,Intel Integrated,Intel UHD Graphics,Windows,54500.0
Dell,2 in 1 Convertible,14.3,16,2.86,0,0,195.7,Intel Core i5,500,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,74700.0
Lenovo,Ultrabook,14.4,16,2.46,0,1,116.3,Intel Core i3,2048,2048,Intel Integrated,Intel UHD Graphics,Linux,88100.0
Lenovo,Notebook,13.8,16,1.34,0,1,152.7,AMD Ryzen 7,0,512,AMD Radeon,AMD Radeon RX 6600M,Windows,76000.0
HP,Ultrabook,16.3,8,2.73,1,1,147.7,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,Mac,67000.0
MSI,Notebook,17.0,8,1.2,0,1,171.7,Intel Core i5,500,128,Intel Integrated,Intel Iris Xe Graphics,Windows,60300.0
Dell,Notebook,16.8,4,2.5,0,1,207.1,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,65700.0
Asus,Notebook,16.7,8,2.17,0,1,116.9,Intel Core i5,1024,512,AMD Radeon,AMD Radeon Vega 8,Windows,51600.0
Apple,Ultrabook,14.6,16,1.95,0,0,138.0,Intel Core i5,500,128,Intel Integrated,Intel UHD Graphics,Windows,111400.0
HP,2 in 1 Convertible,15.8,32,2.65,1,0,110.4,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6600M,Windows,84900.0
Lenovo,Gaming,14.4,4,2.26,0,0,190.9,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,No OS,60700.0
MSI,Ultrabook,13.1,8,1.61,0,1,158.7,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Windows,66800.0
HP,Notebook,15.6,16,1.28,0,0,173.5,Intel Core i3,0,1024,Intel Integrated,Intel UHD Graphics,Windows,54800.0
Dell,2 in 1 Convertible,12.4,32,1.13,0,0,124.1,Intel Core i3,0,512,AMD Radeon,AMD Radeon Vega 8,Windows,75800.0
Lenovo,Notebook,14.3,32,1.86,0,1,194.1,Intel Core i7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,128800.0
Dell,Gaming,14.0,8,1.54,1,1,166.4,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,91600.0
Lenovo,Ultrabook,12.4,16,1.56,0,0,191.5,Intel Core i5,500,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,72700.0
HP,Gaming,14.4,32,2.76,0,0,175.6,Intel Core i5,1024,128,Intel Integrated,Intel UHD Graphics,Windows,91700.0
Asus,Notebook,16.5,8,2.93,0,1,187.4,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,56500.0
MSI,Gaming,14.5,8,2.44,0,0,128.6,AMD Ryzen 5,500,1024,AMD Radeon,AMD Radeon Vega 8,Mac,76700.0
Lenovo,Notebook,16.5,16,2.62,0,1,139.9,AMD Ryzen 5,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,52900.0
Asus,Ultrabook,12.3,16,1.29,1,1,138.7,AMD Ryzen 7,1024,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,101100.0
Lenovo,Gaming,16.9,4,2.91,1,0,143.2,AMD Ryzen 5,1024,512,Nvidia GeForce,Nvidia GeForce MX450,No OS,61800.0
Lenovo,Gaming,16.3,8,1.92,0,0,211.1,AMD Ryzen 5,0,256,Intel Integrated,Intel UHD Graphics,No OS,61900.0
Asus,2 in 1 Convertible,14.9,8,2.66,0,0,118.5,Intel Core i5,1024,512,Intel Integrated,Intel Iris Xe Graphics,No OS,53900.0
HP,Gaming,16.8,8,2.83,0,1,133.8,AMD Ryzen 7,500,128,AMD Radeon,AMD Radeon RX 6500M,Windows,83000.0
HP,Ultrabook,16.1,64,1.21,1,0,166.1,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,115700.0
Acer,Notebook,14.0,8,2.73,0,1,117.0,Intel Core i7,0,1024,AMD Radeon,AMD Radeon RX 6500M,Windows,79400.0
HP,Notebook,16.0,16,1.7,0,1,192.3,Intel Core i5,500,512,Intel Integrated,Intel UHD Graphics,Linux,56400.0
Dell,Notebook,16.3,8,2.24,0,0,208.5,Intel Core i7,2048,512,AMD Radeon,AMD Radeon RX 6500M,Windows,76200.0
Dell,2 in 1 Convertible,15.4,8,1.76,0,1,117.1,Intel Core i5,0,512,AMD Radeon,AMD Radeon Vega 8,Windows,57300.0
Lenovo,Notebook,15.8,16,2.33,0,0,120.6,Intel Core i5,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,66800.0
Dell,Gaming,16.1,8,1.65,1,1,183.7,Intel Core i3,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,80200.0
Acer,Notebook,13.3,8,2.52,1,0,135.6,AMD Ryzen 5,500,2048,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,72100.0
Asus,Gaming,16.5,64,1.61,0,0,181.2,Intel Core i5,500,2048,Nvidia GeForce,Nvidia GeForce RTX 4060,Linux,165000.0
HP,Notebook,13.1,8,2.2,0,0,155.3,Intel Core i3,0,128,Nvidia GeForce,Nvidia GeForce MX450,Windows,39000.0
Asus,2 in 1 Convertible,15.5,8,1.98,1,0,159.8,AMD Ryzen 7,500,512,Intel Integrated,Intel UHD Graphics,Windows,67600.0
Dell,2 in 1 Convertible,11.7,32,2.29,0,0,101.1,Intel Core i5,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,86400.0
Acer,Notebook,12.0,16,1.22,0,1,205.8,Intel Core i7,0,128,Nvidia GeForce,Nvidia GeForce MX450,Windows,65200.0
Lenovo,Gaming,14.4,16,2.13,0,1,164.1,Intel Core i7,0,1024,Intel Integrated,Intel Iris Xe Graphics,Linux,102500.0
Apple,Notebook,14.9,32,1.86,0,1,140.3,Intel Core i3,500,2048,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,144400.0
Acer,Gaming,16.8,8,2.91,1,0,119.1,Intel Core i5,500,512,AMD Radeon,AMD Radeon RX 6600M,Windows,82200.0
Dell,Ultrabook,13.5,4,1.46,1,0,219.7,Intel Core i7,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,76500.0
Acer,Notebook,13.6,32,2.81,1,1,115.3,AMD Ryzen 5,2048,512,AMD Radeon,AMD Radeon Vega 8,Windows,68400.0
HP,Notebook,16.6,16,2.17,0,1,159.5,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,55600.0
Dell,Notebook,15.4,32,1.87,0,1,204.5,Intel Core i7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,No OS,107900.0
HP,Notebook,16.8,32,2.05,0,0,168.8,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,82200.0
Lenovo,Gaming,12.9,8,1.79,1,0,190.6,AMD Ryzen 5,500,256,Nvidia GeForce,Nvidia GeForce MX450,No OS,71100.0
HP,2 in 1 Convertible,14.1,16,1.95,0,0,105.8,AMD Ryzen 5,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,68300.0
Dell,Ultrabook,14.2,8,2.48,0,0,189.8,Intel Core i5,500,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,64900.0
MSI,Notebook,13.8,8,2.71,0,1,104.6,Intel Core i3,1024,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,66100.0
Acer,Notebook,12.4,4,1.19,0,0,144.3,AMD Ryzen 5,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,43300.0
Acer,Netbook,11.8,8,1.47,0,0,181.5,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,53200.0
Acer,Ultrabook,17.2,16,1.15,0,0,195.8,AMD Ryzen 5,1024,512,Intel Integrated,Intel UHD Graphics,Windows,72200.0
HP,Ultrabook,14.2,16,2.77,1,0,101.8,Intel Core i5,500,512,Nvidia GeForce,Nvidia GeForce MX450,Mac,66300.0
Dell,Notebook,14.4,4,1.45,1,1,188.8,Intel Core i5,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,53700.0
Asus,Ultrabook,12.8,8,1.11,0,1,195.3,Intel Core i5,0,2048,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,110700.0
Asus,Gaming,12.9,32,2.74,0,0,145.2,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Mac,116100.0
Acer,Notebook,17.0,64,1.27,0,0,193.2,Intel Core i7,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,111200.0
MSI,Gaming,12.5,16,2.47,0,0,149.0,Intel Core i3,500,1024,AMD Radeon,AMD Radeon Vega 8,No OS,77900.0
HP,Notebook,13.7,8,2.06,1,1,206.8,Intel Core i7,1024,512,AMD Radeon,AMD Radeon RX 6500M,Windows,80100.0
Lenovo,Notebook,12.4,16,2.38,1,1,159.2,AMD Ryzen 5,0,256,Intel Integrated,Intel UHD Graphics,Windows,60100.0
Asus,2 in 1 Convertible,13.5,8,2.06,0,1,104.6,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,No OS,51500.0
MSI,Gaming,15.8,8,2.68,0,1,109.8,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,76700.0
Acer,Notebook,16.5,4,2.69,0,1,118.3,Intel Core i3,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,32100.0
Lenovo,Gaming,14.4,8,1.4,0,1,118.4,Intel Core i5,1024,512,Intel Integrated,Intel Iris Xe Graphics,Linux,82400.0
HP,Gaming,15.0,8,1.15,0,0,200.1,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,88900.0
Acer,Ultrabook,12.7,32,1.48,0,0,174.7,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Linux,88700.0
MSI,Notebook,13.1,16,1.46,0,1,211.1,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,101200.0
Lenovo,Notebook,16.7,8,1.38,0,1,123.4,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,66200.0
Lenovo,Ultrabook,15.5,16,2.77,0,0,125.7,Intel Core i3,1024,128,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,84500.0
Asus,Notebook,15.0,32,2.53,0,0,206.9,Intel Core i7,0,1024,AMD Radeon,AMD Radeon RX 6600M,Windows,100000.0
Apple,Gaming,13.6,16,2.38,1,0,205.0,AMD Ryzen 7,1024,512,Intel Integrated,Intel UHD Graphics,Linux,132400.0
Dell,Gaming,12.0,16,1.16,1,0,111.2,Intel Core i7,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,86900.0
MSI,Gaming,14.9,16,2.86,0,0,185.6,Intel Core i3,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,79500.0
Lenovo,2 in 1 Convertible,12.4,16,1.95,0,0,144.7,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,77900.0
Lenovo,Notebook,17.1,64,1.94,0,0,165.7,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Windows,105400.0
Asus,Gaming,13.8,32,2.16,0,1,214.3,AMD Ryzen 5,0,128,AMD Radeon,AMD Radeon RX 6600M,No OS,94500.0
Dell,Netbook,12.0,4,1.77,1,0,149.2,Intel Core i7,1024,128,AMD Radeon,AMD Radeon RX 6600M,Windows,62700.0
Dell,Ultrabook,14.8,32,2.86,0,1,152.7,Intel Core i7,0,256,AMD Radeon,AMD Radeon Vega 8,Linux,95300.0
Apple,Ultrabook,13.9,32,2.51,1,1,145.9,Intel Core i5,500,256,Intel Integrated,Intel UHD Graphics,Mac,129900.0
MSI,Notebook,16.0,4,2.37,0,0,203.5,AMD Ryzen 5,500,128,Intel Integrated,Intel Iris Xe Graphics,Windows,49900.0
Acer,Notebook,17.1,4,2.2,1,0,159.8,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,47900.0
Acer,Gaming,17.0,16,2.89,0,1,217.2,Intel Core i7,500,128,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,106600.0
HP,Ultrabook,16.8,16,2.51,1,0,107.5,Intel Core i7,500,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,100100.0
MSI,Notebook,13.8,16,2.54,1,1,193.2,Intel Core i5,0,128,Intel Integrated,Intel Iris Xe Graphics,Windows,73400.0
HP,Notebook,11.9,8,2.87,0,0,112.2,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,No OS,39400.0
HP,Ultrabook,16.1,16,1.31,0,0,161.2,Intel Core i7,0,1024,Intel Integrated,Intel UHD Graphics,Windows,79000.0
Asus,Notebook,13.4,64,1.76,0,1,216.5,AMD Ryzen 7,0,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,146200.0
HP,2 in 1 Convertible,13.2,8,1.67,0,0,187.2,AMD Ryzen 5,0,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,82800.0
Dell,Notebook,13.2,16,2.65,0,0,129.4,AMD Ryzen 7,1024,128,Intel Integrated,Intel UHD Graphics,Windows,61100.0
Dell,Gaming,12.9,32,2.0,0,1,130.5,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,103000.0
Dell,Notebook,11.9,64,1.37,0,0,113.0,Intel Core i7,2048,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,116700.0
Asus,Notebook,15.2,16,2.74,0,1,102.3,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,81700.0
